"﻿AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","BSPName"
"Create Product Cost Collectors - Production Versions - Collective","GUI","SAP_SFIN_BC_CO_MD_INV","SAP_SFIN_BCG_CO_PER_END,SAP_SFIN_BCG_,SAP_SFIN_BCG_CO_MD","Controlling - Period End Processing,Controlling - Production Cost Master Data,Controlling - Master Data","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Create Product Cost Collectors - Production Versions - Collective","GUI","SAP_SFIN_BC_CO_PE_PS_OVH","SAP_SFIN_BCG_CO_PER_END,SAP_SFIN_BCG_,SAP_SFIN_BCG_CO_MD","Controlling - Period End Processing,Controlling - Production Cost Master Data,Controlling - Master Data","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Create Product Cost Collectors","GUI","SAP_SFIN_BC_CO_MD_INV","SAP_SFIN_BCG_CO_MD_INV","Controlling - Production Cost Master Data","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Create Unit Cost Estimate - Single","GUI","SAP_SFIN_BC_IA_MCE","SAP_SFIN_BCG_IA_MCE","Material Cost Estimates - Cost Estimations","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Change Unit Cost Estimate - Single","GUI","SAP_SFIN_BC_IA_MCE","SAP_SFIN_BCG_IA_MCE","Material Cost Estimates - Cost Estimations","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Display Unit Cost Estimate - Single","GUI","SAP_SFIN_BC_IA_MCE","SAP_SFIN_BCG_IA_MCE","Material Cost Estimates - Cost Estimations","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Run Variance Calculation - Orders - By Lot","GUI","SAP_SFIN_BC_CO_PE_INV","SAP_SFIN,SAP_SFIN_BCG_CO_PER_END","Controlling - Production Cost Period End,Controlling - Period End Processing","SAP_BR_CONTROLLER_PROD, SAP_BR_CONTROLLER","Controller - Production Costs, Controller",""
"Run Variance Calculation - Orders - By Period","GUI","SAP_SFIN_BC_CO_PE_INV","SAP_SFIN_BCG_CO_PER_END,SAP_SFIN","Controlling - Period End Processing,Controlling - Production Cost Period End","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Run Actual Settlement - Internal Orders","GUI","SAP_SFIN_BC_CO_PE_OPA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Display Cost Line Items - Orders - Actual","GUI","SAP_SFIN_BC_CO_REP_OPA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Edit Prices for Activity Types - Cost Centers","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Delete Cost Centers","GUI","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Run Accrual Calculation - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Display Cost Line Items - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Display Actual Cost Documents","GUI","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Analyze Prices for Activity Types - Cost Centers","GUI","SAP_SFIN_BC_CO_REP_CCA","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Create Overhead Allocation Cycles - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Edit Overhead Allocation Cycles - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Display Overhead Allocation Cycles - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Delete Overhead Allocation Cycles - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_MD_PE","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Run Overhead Allocation - Cost Centers - Actual","GUI","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Display Actual Cost Line Items - Sales Orders","GUI","SAP_SFIN_BC_CO_REP_INV_SAL","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Maintain Costing Sheet, Define Costing Sheets","GUI","SAP_SFIN_BC_CO_MD_CCA","","","SAP_BR_CONTROLLER","Controller",""
"Create Preliminary Cost Estimate","GUI","SAP_SFIN_BC_CO_VAL_INV","SAP_SFIN_BCG_CO_VAL","Controlling - Valuation","SAP_BR_CONTROLLER","Controller",""
"GR/IR Clearing, Clear GR/IR Clearing Account, Clear GR/IR Accounts","GUI","SAP_SFIN_BC_IA_GRIR","SAP_SFIN_BCG_IA_GRIR,SAP_PRC_BCG_INVOICER","Account Maintenance - GR/IR Clearing,Supplier Invoice Processing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT_PROCUREMT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Accounts Payable Accountant - Procurement, Inventory Accountant",""
"GR/IR Clearing, Clear GR/IR Clearing Account, Clear GR/IR Accounts","GUI","SAP_PRC_BC_INVOICER","SAP_SFIN_BCG_IA_GRIR,SAP_PRC_BCG_INVOICER","Account Maintenance - GR/IR Clearing,Supplier Invoice Processing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT_PROCUREMT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Accounts Payable Accountant - Procurement, Inventory Accountant",""
"Material Price Change, Change Material Costs - Displays static text and icons that can be configured, Change Material Costs","GUI","SAP_SFIN_BC_IA_MAT_PV","SAP_CMD_BCG_PR_MAINT,SAP_SFIN_BCG_CO_VAL,SAP_SFIN_BCG_IA_MAT_PV","Master Data - Product,Controlling - Valuation,Material Prices and Values - Editing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Master Data Specialist - Product Data, Controller, Inventory Accountant",""
"Material Price Change, Change Material Costs - Displays static text and icons that can be configured, Change Material Costs","GUI","SAP_CMD_BC_PR_MAINT","SAP_CMD_BCG_PR_MAINT,SAP_SFIN_BCG_CO_VAL,SAP_SFIN_BCG_IA_MAT_PV","Master Data - Product,Controlling - Valuation,Material Prices and Values - Editing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Master Data Specialist - Product Data, Controller, Inventory Accountant",""
"Material Price Change, Change Material Costs - Displays static text and icons that can be configured, Change Material Costs","GUI","SAP_SFIN_BC_CO_VAL_INV","SAP_CMD_BCG_PR_MAINT,SAP_SFIN_BCG_CO_VAL,SAP_SFIN_BCG_IA_MAT_PV","Master Data - Product,Controlling - Valuation,Material Prices and Values - Editing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_PRODMASTER_SPECIALIST, SAP_BR_CONTROLLER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Master Data Specialist - Product Data, Controller, Inventory Accountant",""
"Debit/Credit Inventory Values","GUI","SAP_SFIN_BC_IA_MAT_PV","SAP_SFIN_BCG_IA_MAT_PV","Material Prices and Values - Editing","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Change FIFO Results","GUI","SAP_SFIN_BC_IA_BSV","SAP_SFIN_BCG_IA_BSV","Balance Sheet Valuation - FIFO","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"FIFO Results","GUI","SAP_SFIN_BC_IA_BSV_REP","SAP_SFIN_BCG_IA_BSV_REP","Balance Sheet Valuation - FIFO Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Execute FIFO Valuation","GUI","SAP_SFIN_BC_IA_BSV","SAP_SFIN_BCG_IA_BSV","Balance Sheet Valuation - FIFO","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"FIFO Change Documents","GUI","SAP_SFIN_BC_IA_BSV_REP","SAP_SFIN_BCG_IA_BSV_REP","Balance Sheet Valuation - FIFO Reporting","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Create FIFO Valuation Extract","GUI","SAP_SFIN_BC_IA_BSV","SAP_SFIN_BCG_IA_BSV","Balance Sheet Valuation - FIFO","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Flag Materials for FIFO Valuation","GUI","SAP_SFIN_BC_IA_BSV","SAP_SFIN_BCG_IA_BSV","Balance Sheet Valuation - FIFO","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Delete FIFO Valuation","GUI","SAP_SFIN_BC_IA_BSV","SAP_SFIN_BCG_IA_BSV","Balance Sheet Valuation - FIFO","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Determine Lowest Value - Market Prices","GUI","SAP_SFIN_BC_CO_REP_INV_MAT","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller",""
"Balance Sheet Values by Account","GUI","SAP_SFIN_BC_IA_BSV_REP","SAP_SFIN_BCG_IA_BSV_REP,SAP_SFIN_BCG_CO_VAL","Balance Sheet Valuation - FIFO Reporting,Controlling - Valuation","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_CONTROLLER","Inventory Accountant, Inventory Accountant, Controller",""
"Balance Sheet Values by Account","GUI","SAP_SFIN_BC_CO_VAL_INV","SAP_SFIN_BCG_IA_BSV_REP,SAP_SFIN_BCG_CO_VAL","Balance Sheet Valuation - FIFO Reporting,Controlling - Valuation","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_CONTROLLER","Inventory Accountant, Inventory Accountant, Controller",""
"Undo Year-End Closing - For Entire Company Code","GUI","SAP_SFIN_BC_AA_PER_ACT","SAP_SFIN_BCG_AA_PER_ACT","Periodic Activities","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Maintain Exchange Rates","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Maintain Financial Statement Versions","GUI","SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_GL_MASTDATA","Master Data","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Maintain Electronic Financial Statement Versions","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Maintain GCD: Reporter","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Maintain GCD: Revisions","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Maintain GCD: Versions","GUI","SAP_SFIN_BC_GL_CS_EBILANZ","SAP_SFIN_BCG_GL_CS_EBILANZ","General Ledger - Current Settings - Electronic Financial Statement","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Edit Fiscal Year Version","GUI","SAP_SFIN_BC_CO_CONFIG","SAP_SFIN_BCG_CO_CONFIG","Controlling - Configuration","SAP_BR_CONTROLLER","Controller",""
"Costing Variants - Product Costing","GUI","SAP_SFIN_BC_IA_MCE_SET","SAP_SFIN_BCG_IA_MCE_SET","Material Cost Estimates - Settings","SAP_BR_INVENTORY_ACCOUNTANT, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant, Inventory Accountant",""
"Event-Based Revenue Recognition - Postprocessing","GUI","SAP_SFIN_BC_CO_PE_PS_RA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller",""
"Display Explanation Component","GUI","SAP_SFIN_BC_GL_DOC_PROC","","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create EC Sales List - Hungary","GUI","SAP_FIN_BC_GL_REPORTING_HU","SAP_FIN_BCG_GL_REPORTING_HU","Reporting Hungary","SAP_BR_GL_ACCOUNTANT_HU","General Ledger Accountant for Belgium",""
"Prepare Audit Report - Hungary","GUI","SAP_FIN_BC_GL_REPORTING_HU","SAP_FIN_BCG_GL_REPORTING_HU","Reporting Hungary","SAP_BR_GL_ACCOUNTANT_HU","General Ledger Accountant for Belgium",""
"Create Domestic Sales and Purchase List - Hungary","GUI","SAP_FIN_BC_GL_REPORTING_HU","SAP_FIN_BCG_GL_REPORTING_HU","Reporting Hungary","SAP_BR_GL_ACCOUNTANT_HU","General Ledger Accountant for Belgium",""
"Analysis of Deferred Tax Accounts - Spain, Analysis of Deferred Tax Accounts - Italy, Analysis of Deferred Tax Accounts - Hungary, Analysis of Deferred Tax Accounts - Greece, Analysis of Deferred Tax Accounts - France, Analyse Differed Tax Accounts - Russia, Analyse Deferred Tax Accounts - Malaysia, Analyse Deferred Tax Accounts - Hungary, Analyse Deferred Tax Accounts - France, Analyse Deferred Tax Accounts - Mexico","GUI","SAP_FIN_BC_GL_PER_ACT_FR","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Analysis of Deferred Tax Accounts - Spain, Analysis of Deferred Tax Accounts - Italy, Analysis of Deferred Tax Accounts - Hungary, Analysis of Deferred Tax Accounts - Greece, Analysis of Deferred Tax Accounts - France, Analyse Differed Tax Accounts - Russia, Analyse Deferred Tax Accounts - Malaysia, Analyse Deferred Tax Accounts - Hungary, Analyse Deferred Tax Accounts - France, Analyse Deferred Tax Accounts - Mexico","GUI","SAP_FIN_BC_GL_PER_ACT_HU","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Analysis of Deferred Tax Accounts - Spain, Analysis of Deferred Tax Accounts - Italy, Analysis of Deferred Tax Accounts - Hungary, Analysis of Deferred Tax Accounts - Greece, Analysis of Deferred Tax Accounts - France, Analyse Differed Tax Accounts - Russia, Analyse Deferred Tax Accounts - Malaysia, Analyse Deferred Tax Accounts - Hungary, Analyse Deferred Tax Accounts - France, Analyse Deferred Tax Accounts - Mexico","GUI","SAP_FIN_BC_GL_PER_ACT_MY","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Maintain Investment/Equity History Data - RTCAFD","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"BPC Extension - BPC Category - RTCBCT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Currency Translation - RTCCT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Raise Data Submit Request - RTCDSR","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Real-Time Consolidation: Entity Map - RTCENT","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Flexible Upload - RTCFU","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"BPC Extension - G/L Account - RTCGLA","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Consolidation Document Display - RTCJD","GUI","SAP_SFIN_BC_RTC_MAIN","","","","",""
"Data Submit Request:  Group Lock/Unlock - RTCMPL","GUI","SAP_SFIN_BC_RTC_MAIN","","","","",""
"Data Submit Request:  Individual Lock/Unlock - RTCPL","GUI","SAP_SFIN_BC_RTC_MAIN","","","","",""
"Trace Back Report - RTCRA","GUI","SAP_SFIN_BC_RTC_MAIN","","","","",""
"Selection Maintenance - RTCSEL","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"BPC Extension - Transaction Type - RTCTTP","GUI","SAP_SFIN_BC_RTC_MAIN","SAP_SFIN_BCG_RTC_CONSOLIDATION","Real-Time Consolidation","","",""
"Submit Legacy Report in SRF","GUI","SAP_FIN_BC_AP_ANALYTICS_FR","","","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT_LU, SAP_BR_GL_ACCOUNTANT_FR, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_AP_MANAGER_FR","General Ledger Accountant for Belgium, General Ledger Accountant for Luxembourg, General Ledger Accountant for France, General Ledger Accountant, General Ledger Accountant for Belgium, Accounts Payable Manager for France",""
"Submit Legacy Report in SRF","GUI","SAP_FIN_BC_GL_REPORTING_HU","","","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT_LU, SAP_BR_GL_ACCOUNTANT_FR, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_AP_MANAGER_FR","General Ledger Accountant for Belgium, General Ledger Accountant for Luxembourg, General Ledger Accountant for France, General Ledger Accountant, General Ledger Accountant for Belgium, Accounts Payable Manager for France",""
"Submit Legacy Report in SRF","GUI","SAP_FIN_BC_GL_REPORTING_LU","","","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT_LU, SAP_BR_GL_ACCOUNTANT_FR, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_AP_MANAGER_FR","General Ledger Accountant for Belgium, General Ledger Accountant for Luxembourg, General Ledger Accountant for France, General Ledger Accountant, General Ledger Accountant for Belgium, Accounts Payable Manager for France",""
"Submit Legacy Report in SRF","GUI","SAP_FIN_BC_GL_REPORTING_BE","","","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT_LU, SAP_BR_GL_ACCOUNTANT_FR, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_AP_MANAGER_FR","General Ledger Accountant for Belgium, General Ledger Accountant for Luxembourg, General Ledger Accountant for France, General Ledger Accountant, General Ledger Accountant for Belgium, Accounts Payable Manager for France",""
"Submit Legacy Report in SRF","GUI","SAP_FIN_BC_GL_REPORTING_FR","","","SAP_BR_GL_ACCOUNTANT_BE, SAP_BR_GL_ACCOUNTANT_LU, SAP_BR_GL_ACCOUNTANT_FR, SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_AP_MANAGER_FR","General Ledger Accountant for Belgium, General Ledger Accountant for Luxembourg, General Ledger Accountant for France, General Ledger Accountant, General Ledger Accountant for Belgium, Accounts Payable Manager for France",""
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_FR","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_HU","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Transfer Deferred Tax - Malaysia, Transfer Deferred Tax - Hungary, Transfer Deferred Tax - France, Transfer Deferred Tax - Bulgaria, Transfer Deferred Tax - Mexico, Transfer Deferred Tax - Russia, Deferred Tax Transfer (New) - France","GUI","SAP_FIN_BC_GL_PER_ACT_MY","SAP_FIN_BCG_GL_PER_ACT_HU,SAP_FIN_BCG_GL_PER_ACT_FR,SAP_FIN_BCG_GL_PER_ACT_MY","General Ledger - Periodic Activities Hungary,General Ledger - Periodic Activities France,General Ledger - Periodic Activities Malaysia","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_HU, SAP_BR_GL_ACCOUNTANT_MY","General Ledger Accountant, General Ledger Accountant for Belgium, General Ledger Accountant for Malaysia",""
"Prepare Annex 16 Forms - Japan","GUI","SAP_FIN_BC_AA_GEN_REP_JP","SAP_FIN_BCG_AA_GEN_REP_JP","Asset Accounting - General Reporting - Japan","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Prepare Property Tax Declaration - Japan","GUI","SAP_FIN_BC_AA_GEN_REP_JP","SAP_FIN_BCG_AA_GEN_REP_JP","Asset Accounting - General Reporting - Japan","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Enter Time Interest Terms","GUI","SAP_SFIN_BC_GL_CURR_SET","SAP_SFIN_BCG_GL_CURR_SET","General Ledger - Current Settings","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Enter Reference Interest Values","GUI","SAP_SFIN_BC_GL_CURR_SET","SAP_SFIN_BCG_GL_CURR_SET","General Ledger - Current Settings","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Assign Sales Order Substitution - Profit Centers","GUI","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller",""
"Define Maximum Base Value","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Define Asset-Specific Base Value Percentages - Per Asset","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Change Index Series","GUI","SAP_SFIN_BC_AA_CURR_SET","SAP_SFIN_BCG_AA_CURR_SET","Current Settings","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Transfer Postings for Cross-Company Code Transactions","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant",""
"Create EC Sales List - Belgium","GUI","SAP_FIN_BC_GL_REPORTING_BE","SAP_FIN_BCG_GL_REPORTING_BE","Reporting Belgium","SAP_BR_GL_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT_BE","General Ledger Accountant, General Ledger Accountant for Belgium",""
"Create EC Sales List - Luxembourg","GUI","SAP_FIN_BC_GL_REPORTING_LU","SAP_FIN_BCG_GL_REPORTING_LU","Reporting Luxembourg","SAP_BR_GL_ACCOUNTANT_LU","General Ledger Accountant for Luxembourg",""
"Total Depreciation","GUI","SAP_SFIN_BC_AA_GEN_REP","SAP_SFIN_BCG_AA_GEN_REP","General Reporting","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Changes to Asset Master Records","GUI","SAP_SFIN_BC_AA_MASTER_DATA","SAP_SFIN_BCG_AA_MASTDATA","Master Data","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Asset Acquisitions - For mid quarter convention","GUI","SAP_SFIN_BC_AA_ANA_US","SAP_SFIN_BCG_AA_ANA_US","Analytics United States","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Retirement Revenue - Analysis","GUI","SAP_SFIN_BC_AA_ANA_US","SAP_SFIN_BCG_AA_ANA_US","Analytics United States","SAP_BR_AA_ACCOUNTANT","Asset Accountant",""
"Display Payment Advices - Overview","GUI","SAP_SFIN_BC_AR_PAYM_ADV","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant",""
