"AppName","ApplicationType","BusinessCatalogName","BusinessGroupName","BusinessGroupDescription","BusinessRoleName","BusinessRoleDescription","LeadingTransactionCodes"
"Stock - Single Material","Transactional"," SAP_MM_BC_IM_MANAGE","SAP_MM_BCG_IM_MONITORING","Stock Monitoring","SAP_BR_INVENTORY_MANAGER","Inventory Manager","MB52"
"Material Documents Overview","Transactional","SAP_MM_BC_IM_PROCESS","SAP_MM_BCG_IM_PROCESS","Warehouse Processing","SAP_BR_WAREHOUSE_CLERK, SAP_BR_INVENTORY_MANAGER","Warehouse Clerk, Inventory Manager","MB51"
"Material Documents Overview","Transactional"," SAP_MM_BC_IM_MANAGE","SAP_MM_BCG_IM_PROCESS","Warehouse Processing","SAP_BR_WAREHOUSE_CLERK, SAP_BR_INVENTORY_MANAGER","Warehouse Clerk, Inventory Manager","MB51"
"Manage PIRs","Transactional","SAP_SCM_BC_FCDM_MAINTAIN","SAP_SCM_BCG_MATL_PRODN_PLNG, SAP_SCM_BCG_MATL_PRODN_PLNG",",","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD61"
"Manage PIRs","Transactional"," SAP_SCM_BC_FCDM_MAINTAIN","SAP_SCM_BCG_MATL_PRODN_PLNG, SAP_SCM_BCG_MATL_PRODN_PLNG",",","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD61"
"Schedule Automatic Payments","GUI","SAP_SFIN_BC_APAR_OPER","","","SAP_BR_AR_ACCOUNTANT, SAP_BR_AP_ACCOUNTANT","Accounts Receivable Accountant, Accounts Payable Accountant","F110"
"Schedule Automatic Payments Periodically","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS","Payments","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","F110S"
"SEPA Direct Debit Pre-notifications - After Prenotification","GUI","SAP_SFIN_BC_AR_OPERATIONS","","","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","F110S_DD_PRENOTIF"
"Automatic Payment Transactions for Payment Requests","GUI","SAP_TRM_BC_PAYMENT","SAP_TRM_BCG_AC","Treasury - Accounting","SAP_BR_TREASURY_RISK_MANAGER","Treasury Risk Manager","F111"
"Fiscal Year Change","Transactional","SAP_SFIN_BC_AA_PER_ACT","SAP_SFIN_BCG_AA_PER_ACT","Periodic Activities","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AJRW"
"Analyze Payment Locks","Transactional","SAP_O2C_BC_CARM","SAP_O2C_BCG_CARM","Accounts Payable/Receivable Manager (FI-CA)","SAP_BR_APR_MANAGER_FICA","Accounts Payable/Receivable Manager (FI-CA)",""
"Application Jobs","Transactional","","","","","","SM36"
"Attachment Services","Transactional","","","","","",""
"Output Control Reuse Component","Reuse Component","","","","","","OAOA"
"Receive Products","Transactional","SAP_RFM_BC_STORE_ASSOCIATE","SAP_RFM_BCG_STORE_ASSOCIATE","Retail Store Operations","SAP_BR_RETAIL_STORE_ASSOCIATE","Retail Store Associate","MB01"
"Incoming Sales Orders - Flexible Analysis","FPM/WebDynpro","SAP_SD_BC_SALES_ANALYTICS","SAP_SD_BCG_SALES_ANALYTICS, SAP_SD_BCG_SALES_ANLYTS_OP","Sales - Analytics (Obsolete), Sales - Analytics","SAP_BR_SALES_MANAGER","Sales Manager","MC(A"
"Incoming Sales Orders - Flexible Analysis","FPM/WebDynpro"," SAP_SD_BC_SALES_ANLYTS_OP","SAP_SD_BCG_SALES_ANALYTICS, SAP_SD_BCG_SALES_ANLYTS_OP","Sales - Analytics (Obsolete), Sales - Analytics","SAP_BR_SALES_MANAGER","Sales Manager","MC(A"
"Sales Volume - Flexible Analysis","FPM/WebDynpro","SAP_SD_BC_SALES_ANLYTS_OP","SAP_SD_BCG_SALES_ANLYTS_OP","Sales - Analytics","SAP_BR_SALES_MANAGER","Sales Manager","MC(E"
"Email Transmissions","Transactional","","","","","","SOST"
"Student File","Transactional","SAP_IPS_BC_HER_FS","SAP_IS_PS_HER_BCG_FACULTY_T","Faculty","SAP_BR_FACULTY_MEMBER","Faculty Member",""
"Account Determination","Transactional","SAP_SFIN_BC_FI_CONFIG","SAP_SFIN_BCG_FI_CONFIG","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","OBYC"
"Manage Depreciation Runs (Version 2)","Transactional","SAP_SFIN_BC_AA_PER_ACT","SAP_SFIN_BCG_AA_PER_ACT","Periodic Activities","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AFAB"
"Service Price List (Condition Maintenance UI)","Reuse Component","","","","","",""
"Reuse CodingBlock","Reuse Component","","","","","",""
"Maintain Email Templates","Transactional","","","","","",""
"Team Services","Transactional","SAP_HR_BC_MANAGER_T","SAP_HR_BCG_MANAGER_T","Manager (HCM)","SAP_HR_BCR_MANAGER_T","Manager (HCM) - Apps",""
"My Services","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"My Team Calendar","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Pricing Reuse Library","Reuse Component","","","","","",""
"My Leave Requests (Version 2)","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"My Timesheet (Version 2)","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"My Paystubs (Version 2)","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Approve Timesheets (Version 2)","Transactional","SAP_HR_BC_MANAGER_T","SAP_HR_BCG_MANAGER_T","Manager (HCM)","SAP_HR_BCR_MANAGER_T","Manager (HCM) - Apps",""
"Approve Leave Requests (Version 2)","Transactional","SAP_HR_BC_MANAGER_T","SAP_HR_BCG_MANAGER_T","Manager (HCM)","SAP_HR_BCR_MANAGER_T","Manager (HCM) - Apps",""
"My Benefits (Version 2)","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Schedule MRP Runs","Transactional","SAP_SCM_BC_MRPRUN","","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD01"
"Schedule MRP Runs","Transactional"," SAP_SCM_BC_MRPRUN","","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD01"
"Post Incoming Payments","Transactional","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_PAYMENTS","Accounts Receivable Accountant","SAP_BR_AR_ACCOUNTANT","Accounts Receivable Accountant","F-04"
"Manage Bank Accounts","FPM/WebDynpro","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Clear Outgoing Payments","Transactional","SAP_SFIN_BC_AP_OPERATIONS","SAP_SFIN_BCG_AP_SUPP_ACC","Accounts Payables Accountant","SAP_BR_AP_ACCOUNTANT","Accounts Payable Accountant","F-44"
"Initiate Review Process","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Monitor Review Status","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"My Sent Requests","FPM/WebDynpro","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Maintain Signatory","FPM/WebDynpro","SAP_SFIN_BC_CM_MANAGER","SAP_SFIN_BCG_CM_BAM","","SAP_BR_CASH_MANAGER","Cash Manager",""
"Recalculating Values","Transactional","SAP_SFIN_BC_AA_PER_ACT","SAP_SFIN_BCG_AA_PER_ACT","Periodic Activities","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AFAR"
"Spend Variance","Analytical","SAP_PRC_BC_PURCH_ANALYTICS","SAP_PRC_BCG_PURCH_ANALYTICSY","","SAP_BR_BUYER","Strategic buyers are responsible for strategic procurement tasks, such as","MCE3"
"Purchase Order Value","Analytical","SAP_PRC_BC_PURCH_ANALYTICS","SAP_PRC_BCG_PURCH_ANALYTICS","","SAP_BR_BUYER","Strategic buyers are responsible for strategic procurement tasks, such as","ME80FN"
"Purchase Order Average Delivery Time","Analytical","SAP_PRC_BC_PURCH_ANALYTICS","SAP_PRC_BCG_PURCH_ANALYTICS","","SAP_BR_BUYER","Strategic buyers are responsible for strategic procurement tasks, such as",""
"People Profile","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Employee Lookup","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Maintain MRP Controllers","Transactional","SAP_SCM_BC_MD","SAP_SCM_BCG_MATL_PRODN_PLNG","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","OMD0"
"Reusable Component for Employee Lookup & People Profile","Reuse Component","","","","","",""
"Account Balance Audit Trail","Analytical","SAP_SFIN_BC_EXTR_AUDITOR","","","SAP_BR_EXTERNAL_AUDITOR","External Auditor","S_ALR_87009850"
"Clear Open Items Automatically - With Currency, Clear Open Items - Automatic Clearing","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC,SAP_SFIN_BCG_AP_CUST_ACC,SAP_SFI","Operational Processing,Supplier Accounts,Customer Accounts","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant, General Ledger Accountant","F13E"
"Clear Open Items Automatically - With Currency, Clear Open Items - Automatic Clearing","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_GL_DOC_PROC,SAP_SFIN_BCG_AP_CUST_ACC,SAP_SFI","Operational Processing,Supplier Accounts,Customer Accounts","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT, SAP_BR_GL_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant, General Ledger Accountant","F13E"
"Clear Open Items Automatically - For Ledger Group","GUI","SAP_SFIN_BC_GL_DOC_PROC","SAP_SFIN_BCG_GL_DOC_PROC","Operational Processing","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F13L"
"Material Inventory Values - Balance Summary","FPM/WebDynpro","SAP_MM_BC_IM_MANAGE","SAP_MM_BCG_IM_MANAGE, SAP_SFIN_BCG_IA_MAT_PV_REP",",","SAP_BR_INVENTORY_MANAGER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Manager, Inventory Accountant","MB5L"
"Material Inventory Values - Balance Summary","FPM/WebDynpro"," SAP_SFIN_BC_IA_MAT_PV_REP","SAP_MM_BCG_IM_MANAGE, SAP_SFIN_BCG_IA_MAT_PV_REP",",","SAP_BR_INVENTORY_MANAGER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Manager, Inventory Accountant","MB5L"
"Material Inventory Values - Line Items","FPM/WebDynpro","SAP_MM_BC_IM_MANAGE","SAP_MM_BCG_IM_MANAGE, SAP_SFIN_BCG_IA_MAT_PV_REP",",","SAP_BR_INVENTORY_MANAGER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Manager, Inventory Accountant","MR51"
"Material Inventory Values - Line Items","FPM/WebDynpro"," SAP_SFIN_BC_IA_MAT_PV_REP","SAP_MM_BCG_IM_MANAGE, SAP_SFIN_BCG_IA_MAT_PV_REP",",","SAP_BR_INVENTORY_MANAGER, SAP_BR_INVENTORY_ACCOUNTANT","Inventory Manager, Inventory Accountant","MR51"
"Display MRP Material Issues","Transactional","SAP_SCM_BC_MRPCOCKPIT","SAP_SCM_BCG_MATL_PRODN_PLNG, SAP_SCM_BCG_MATL_PRODN_PLNG",",","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD06"
"Display MRP Material Issues","Transactional"," SAP_SCM_BC_MRPCOCKPIT","SAP_SCM_BCG_MATL_PRODN_PLNG, SAP_SCM_BCG_MATL_PRODN_PLNG",",","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD06"
"Display MRP Key Figures","Transactional","SAP_SCM_BC_MRPRUN","","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD_MRP_PERFLOG"
"Display MRP Key Figures","Transactional"," SAP_SCM_BC_MRPRUN","","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD_MRP_PERFLOG"
"Display MRP Key Figures","Transactional"," SAP_SCM_BC_MRPCOCKPIT","","","SAP_BR_MATL_PLNR_EXT_PROC, SAP_BR_PRODN_PLNR","Material Planner - External Procurement, Production Planner","MD_MRP_PERFLOG"
"Analyze Unbilled Items","Transactional, Reuse Component","SAP_O2C_BC_CIBM","SAP_O2C_BCG_CIBM","Invoicing Manager (Convergent Invoicing)","SAP_BR_INVOICING_MANAGER_CINV","Invoicing Manager (Convergent Invoicing)","FKKBIXBIT_MON"
"Retail Store Reuse Component","Reuse Component","","","","","",""
"Maintain Form Templates","Transactional","","","","","",""
"Material Inventory Values - Rounding Differences","FPM/WebDynpro","SAP_SFIN_BC_IA_MAT_PV_REP","SAP_SFIN_BCG_IA_MAT_PV_REP","","SAP_BR_INVENTORY_ACCOUNTANT","Inventory Accountant","MR23"
"Manage Cost Centers","Transactional","SAP_SFIN_BC_CO_MD_CCA","SAP_SFIN_BCG_CO_MD","Controlling - Master Data","SAP_BR_CONTROLLER","Controller","F-47"
"Manage Profit Centers","Transactional","SAP_SFIN_BC_CO_MD_PCA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KE53"
"Manage Profit Centers","Transactional"," SAP_SFIN_BC_GL_MASTER_DATA","SAP_SFIN_BCG_CO_MD, SAP_SFIN_BCG_GL_MASTDATA","Controlling - Master Data, Master Data","SAP_BR_CONTROLLER, SAP_BR_GL_ACCOUNTANT","Controller, General Ledger Accountant","KE53"
"Extensibility Logs - Reuse Libary","Reuse Component","","","","","",""
"Enter Grades","Transactional","SAP_IPS_BC_HER_PS","SAP_IPS_BCG_HER_PS","","SAP_BR_PROFESSOR","Academic Professor",""
"Replicate Runtime Hierarchy","Transactional","SAP_SFIN_BC_GL_GEN_REP","","","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller",""
"Replicate Runtime Hierarchy","Transactional"," SAP_SFIN_BC_GL_GEN_REP","","","SAP_BR_GL_ACCOUNTANT, SAP_BR_CONTROLLER","General Ledger Accountant, Controller",""
"Custom Fields and Logic","Transactional","","","","","",""
"Schedule Actual Overhead Allocation (Cost Centers)","Transactional","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","KSU5"
"Schedule Actual Overhead Allocation (Profitability Analysis)","Transactional","SAP_SFIN_BC_CO_PE_CCA","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","KEU5"
"Schedule Actual Settlement For Projects","Transactional","SAP_SFIN_BC_CO_PE_PS_SETT","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","CJ8G"
"Schedule Results Analysis For Projects","Transactional","SAP_SFIN_BC_CO_PE_PS_SETT","SAP_SFIN_BCG_CO_PER_END","Controlling - Period End Processing","SAP_BR_CONTROLLER","Controller","KKAJ"
"Application Logs","Transactional","","","","","","SLG0"
"Application Logs - Reuse Library","Reuse Component","","","","","",""
"Core Application Services Reuse Library","Reuse Component","","","","","",""
"Create Dunning Notices","GUI","SAP_SFIN_BC_APAR_OPER","SAP_SFIN_BCG_APAR_CORR","Correspondence","SAP_BR_AP_ACCOUNTANT, SAP_BR_AR_ACCOUNTANT","Accounts Payable Accountant, Accounts Receivable Accountant","F150"
"My Time Events","Transactional","SAP_HR_BC_EMPLOYEE_T","SAP_HR_BCG_EMPLOYEE_T","Employee (HCM)","SAP_HR_BCR_EMPLOYEE_T","Employee (HCM) - Apps",""
"Schedule Billing Output","Transactional","SAP_SD_BC_BIL_SCHEDULE","SAP_SD_BCG_BIL_SCHEDULE","Sales - Billing Scheduling","SAP_BR_BILLING_CLERK","This role contains business catalogs for the business processes to be executed","VF31"
"Request Maintenance","Transactional","SAP_EAM_BC_MREQ","SAP_EAM_BCG_MREQ","EAM - Maintenance Request","SAP_BR_EMPLOYEE_MAINTENANCE","Employee","IW21"
"Count Stock","Transactional","SAP_RFM_BC_STORE_ASSOCIATE","SAP_RFM_BCG_STORE_ASSOCIATE, SAP_RFM_BCG_STORE_MANAGER","Retail Store Associate, Retail Store Manager","SAP_BR_RETAIL_STORE_ASSOCIATE, SAP_BR_RETAIL_STORE_MANAGER","Retail Store Associate, Retail Store Manager","MI01"
"Count Stock","Transactional"," SAP_RFM_BC_STORE_MANAGER","SAP_RFM_BCG_STORE_ASSOCIATE, SAP_RFM_BCG_STORE_MANAGER","Retail Store Associate, Retail Store Manager","SAP_BR_RETAIL_STORE_ASSOCIATE, SAP_BR_RETAIL_STORE_MANAGER","Retail Store Associate, Retail Store Manager","MI01"
"Run Compliance Reports","Transactional","","","","","",""
"Schedule Billing Release","Transactional","SAP_SD_BC_BIL_SCHEDULE","SAP_SD_BCG_BIL_SCHEDULE","Sales - Billing Scheduling","SAP_BR_BILLING_CLERK","This role contains business catalogs for the business processes to be executed","VFX3"
"Schedule Billing Creation","Transactional","SAP_SD_BC_BIL_SCHEDULE","SAP_SD_BCG_BIL_SCHEDULE","Sales - Billing Scheduling","SAP_BR_BILLING_CLERK","This role contains business catalogs for the business processes to be executed","VF06"
"Reprocess Bank Statement Items","Transactional","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist","FEBAN"
"Employee Fact Sheet","Factsheet","SAP_HCM_BC_EMPLOYEE_ESS","SAP_HCM_BCG_EMPLOYEE_ESS","","SAP_BR_EMPLOYEE","Employee",""
"Monitor Capacity Utilization","Transactional","SAP_SCM_BC_CAPA_PLAN","SAP_SCM_BCG_CAPA_PLAN","Capacity Planning","SAP_BR_PRODN_PLNR","Production Planner","/SAPAPO/CDPS_REPT"
"Define Operational Customizing","Transactional","","","","","",""
"Define Operational Customizing","Transactional","SAP_DAG_BC_DAGEXPERT_T","SAP_FND_BCG_DAGEXPERT_T","Data Aging Expert","ZSAP_FND_BCR_DAGEXPERT_T","",""
"Print Labels","Transactional","SAP_RFM_BC_STORE_ASSOCIATE","SAP_RFM_BCG_STORE_ASSOCIATE","Retail Store Operations","SAP_BR_RETAIL_STORE_ASSOCIATE","Retail Store Associate",""
"Manage Bank Statements","Transactional","SAP_SFIN_BC_BA_BANKSTAT","SAP_SFIN_BCG_CM_DAILY_SPECIALIST","","SAP_BR_CASH_SPECIALIST","Cash Management Specialist","FF.6"
"Fiori Reuse Library for Fin Posting Apps","Reuse Component","","","","","",""
"Custom Analytical Queries","Transactional","","","","SAP_BR_ANALYTICS_SPECIALIST","Analytics Specialist",""
"Manage Banks","Transactional","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FI01"
"Manage Banks","Transactional"," SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist","FI01"
"Foreign Bank Account Report","Transactional","SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Foreign Bank Account Report","Transactional"," SAP_SFIN_BC_CM_BAM","SAP_SFIN_BCG_CM_BAM, SAP_SFIN_BCG_CM_BAM",",","SAP_BR_CASH_MANAGER, SAP_BR_CASH_SPECIALIST","Cash Manager, Cash Management Specialist",""
"Supplier Evaluation Response","Transactional","SAP_PRC_BC_CATEGORY_MGT","SAP_PRC_BCG_SUPPLIER_EVAL","Purchasing - Supplier Evaluation","SAP_BR_BUYER","Strategic buyers are responsible for strategic procurement tasks, such as",""
"Manage Checkbooks","Transactional","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FCH3"
"Manage Checkbooks","Transactional"," SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FCH3"
"Manage Outgoing Checks","Transactional","SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FCH1"
"Manage Outgoing Checks","Transactional"," SAP_SFIN_BC_AP_CHECK_PROC","","","SAP_BR_AP_MANAGER, SAP_BR_AP_ACCOUNTANT","Accounts Payable Manager, Accounts Payable Accountant","FCH1"
"Clear G/L Accounts","Transactional","SAP_FIN_BC_GL_DOC_PROC","SAP_FIN_BCG_GL_DOC_PROC","","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F-03"
"Plan Cost Centers on Periods","FPM/WebDynpro","SAP_SFIN_BC_CO_PLAN_CCA","SAP_SFIN_BCG_CO_PLAN","Controlling - Planning","SAP_BR_CONTROLLER","Controller","KP06"
"Sales Orders - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_MSEG","SAP_SFIN_BCG_CO_REPORTS","Controlling - Reporting","SAP_BR_CONTROLLER","Controller","KKBC_KUN"
"Functional Areas - Actuals","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual with Currency Translation","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Functional Areas - Plan/Actual YTD","FPM/WebDynpro","SAP_SFIN_BC_CO_REP_COS","SAP_SFIN_BCG_CO_REPORTS, SAP_SFIN_BCG_CO_REP_INV","Controlling - Reporting, Controlling - Production Cost Reporting","SAP_BR_CONTROLLER, SAP_BR_CONTROLLER_PROD","Controller, Controller - Production Costs",""
"Set Controlling Area","FPM/WebDynpro","SAP_SFIN_BC_CO_CONFIG","SAP_SFIN_BCG_CO_CONFIG","","SAP_BR_CONTROLLER","Controller","OKEQN"
"Review Balance Sheet FX Risk","Transactional","SAP_TRM_BC_FX_BSE","","","SAP_BR_TREASURY_RISK_MANAGER","Treasury Risk Manager",""
"Register Extensions for Transport","Transactional","","","","","",""
"Configure Software Packages","Transactional","","","","","",""
"Asset Master Worklist","Transactional","SAP_SFIN_BC_AA_MASTER_DATA","","","SAP_BR_AA_ACCOUNTANT","Asset Accountant","AS02"
"Stock - Multiple Materials","Analytical","SAP_MM_BC_IM_MONITORING","SAP_MM_BCG_IM_MONITORING","Stock Monitoring","SAP_BR_INVENTORY_MANAGER","Inventory Manager","MB1B"
"Carry Forward Balances","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FAGLGVTR"
"Post Tax Payables","Transactional","SAP_SFIN_BC_GL_PERIOD_ACT","SAP_SFIN_BCG_GL_PERIOD_ACT","Periodic Activities","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","FB41"
"Manage Recurring Journal Entries","Transactional","SAP_SFIN_BC_GL_REC_ENTRY","SAP_SFIN_BCG_GL_REC_ENTRY","Recurring Entries","SAP_BR_GL_ACCOUNTANT","General Ledger Accountant","F.14"
